iter	Logloss
143	0.3880536369
144	0.3875473965
145	0.3869167285
146	0.3864527927
147	0.3857600609
148	0.3851096335
149	0.384780198
150	0.384380212
151	0.3838035926
152	0.3832361457
153	0.3827368061
154	0.3820946083
155	0.381499044
156	0.3808362296
157	0.3805142949
158	0.3799549489
159	0.3795813228
160	0.3793235522
161	0.3787410179
162	0.3782112036
163	0.3776386561
164	0.3772472424
165	0.3767555323
166	0.3760969612
167	0.3756484128
168	0.3750316748
169	0.3743700177
170	0.3737602663
171	0.3733708242
172	0.3729110889
173	0.3723385843
174	0.37183483
175	0.3717800526
176	0.3712850849
177	0.3710687616
178	0.3703186807
179	0.3700388362
180	0.3695686426
181	0.369144654
182	0.3686832471
183	0.3683556975
184	0.3678156821
185	0.3674756168
186	0.3670452847
187	0.3667738839
188	0.366195893
189	0.365825353
190	0.3655541238
191	0.3650683285
192	0.3647024605
193	0.3644499189
194	0.3640840938
195	0.3637973485
196	0.3633566867
197	0.3627124744
198	0.3623171174
199	0.361985153
200	0.3616417017
201	0.3612138555
202	0.3608860487
203	0.3605087795
204	0.3600646458
205	0.3597464829
206	0.3594713747
207	0.359028484
208	0.3586302768
209	0.3583527683
210	0.3578003444
211	0.3574492208
212	0.3571375086
213	0.3567146558
214	0.3564635073
215	0.3560991394
216	0.3558093725
217	0.3555563809
218	0.3552041215
219	0.3549183192
220	0.354626452
221	0.3543038315
222	0.3538601479
223	0.3534992089
224	0.3531443778
225	0.3530604759
226	0.3527784883
227	0.3524956435
228	0.352138905
229	0.3517657076
230	0.3513592709
231	0.3511949175
232	0.3508666392
233	0.3504206197
234	0.350018962
235	0.3496158257
236	0.3491088781
237	0.3488231616
238	0.3484061166
239	0.3480936543
240	0.3477434737
241	0.347429597
242	0.3471060978
243	0.3468938463
244	0.3466183737
245	0.3463271923
246	0.3461223131
247	0.3459002034
248	0.3458368751
249	0.3456890663
250	0.3453394858
251	0.3451349066
252	0.3447924196
253	0.3445070674
254	0.3442058563
255	0.3439689808
256	0.3436695056
257	0.3433921042
258	0.3430767488
259	0.3428049838
260	0.3427231178
261	0.3424543316
262	0.3421830595
263	0.341955785
264	0.3416512736
265	0.3414728186
266	0.3412490588
267	0.3409112437
268	0.3405733001
269	0.3402713176
270	0.3401168866
271	0.3398258338
272	0.339619733
273	0.3392988055
274	0.3391106423
275	0.3390168179
276	0.3386247828
277	0.3384364053
278	0.3382306045
279	0.3380644723
280	0.3379642829
281	0.3377664116
282	0.3376633719
283	0.337400715
284	0.3371963287
285	0.3368487412
286	0.3365267636
287	0.3362875521
288	0.3360620563
289	0.3358713429
290	0.3356665279
291	0.3353160258
292	0.3350232799
293	0.3348626126
294	0.3345930121
295	0.3344960373
296	0.3342480606
297	0.3337809102
298	0.3335947615
299	0.3333261468
300	0.3332306937
301	0.3330193852
302	0.3328408231
303	0.3326223781
304	0.3324830559
305	0.3321846737
306	0.3321767657
307	0.3321288034
308	0.3320897992
309	0.3318352217
310	0.331579937
311	0.3313697429
312	0.3312510373
313	0.331125238
314	0.3307164867
315	0.3304649953
316	0.3303132432
317	0.3300818111
318	0.3299257943
319	0.3296456498
320	0.3294911331
321	0.3292198395
322	0.3291186215
323	0.3289456743
324	0.3285563823
325	0.3284444702
326	0.3282048086
327	0.327987028
328	0.3277797056
329	0.3275608963
330	0.3274074512
331	0.3272273032
332	0.3269676251
333	0.3267673107
334	0.326548137
335	0.326388927
336	0.3262048786
337	0.3259129471
338	0.3257567374
339	0.325319483
340	0.3250400672
341	0.3249383562
342	0.3248092351
343	0.3245758314
344	0.324291615
345	0.3239733235
346	0.3238056697
347	0.3237472706
348	0.3235455417
349	0.3233582572
350	0.3231870673
351	0.322896143
352	0.3225925317
353	0.3224437585
354	0.3222043755
355	0.3220072328
356	0.3218341999
357	0.3216847838
358	0.3215136582
359	0.3212830619
360	0.3211517977
361	0.3209303524
362	0.320739146
363	0.3205656845
364	0.3203729137
365	0.3201849648
366	0.3199857862
367	0.319778571
368	0.319619811
369	0.319471745
370	0.3192430561
371	0.3190906825
372	0.318860922
373	0.3186038371
374	0.3183720835
375	0.3180842453
376	0.31796854
377	0.3178374901
378	0.3176103013
379	0.3173609959
380	0.3172062435
381	0.3169305137
382	0.3167778615
383	0.3165616668
384	0.3164083931
385	0.3162775361
386	0.3161669742
387	0.3160601412
388	0.3159425285
389	0.3157307914
390	0.3155450714
391	0.315406585
392	0.3152604264
393	0.3150534898
394	0.3148966157
395	0.3147989766
396	0.314659633
397	0.3144375233
398	0.3143429274
399	0.3142269435
400	0.3139666011
401	0.3137858101
402	0.3135778663
403	0.3132946143
404	0.3130751406
405	0.3128224705
406	0.3126214488
407	0.312337361
408	0.3121737577
409	0.3119537911
410	0.3117998316
411	0.3116096325
412	0.3115005493
413	0.3114492866
414	0.3112730819
415	0.3110605304
416	0.3107907156
417	0.3107266158
418	0.3106281623
419	0.3105081708
420	0.3103790712
421	0.3100711094
422	0.3099382808
423	0.3097501176
424	0.3094193105
425	0.3093489529
426	0.3090551355
427	0.3087568176
428	0.3085536742
429	0.3081946641
430	0.3081120695
431	0.3079136838
432	0.3077766761
433	0.3076324034
434	0.3074591133
435	0.3072675212
436	0.3071298063
437	0.3070029784
438	0.3068856443
439	0.3067016602
440	0.3065008313
441	0.3062497043
442	0.3062055352
443	0.3060572121
444	0.3059493076
445	0.3057914477
446	0.3057159467
447	0.305631809
448	0.3054879864
449	0.3053251974
450	0.3051458637
451	0.3048967511
452	0.3047536357
453	0.3047374768
454	0.3046218358
455	0.3045150671
456	0.3043168743
457	0.3041509993
458	0.3040280289
459	0.3037401264
460	0.3035600641
461	0.3033320395
462	0.3031766656
463	0.3029206094
464	0.3026833266
465	0.302553134
466	0.3023361678
467	0.3021358104
468	0.3020291275
469	0.3019067786
470	0.3017701996
471	0.3016581589
472	0.3014109537
473	0.3013086212
474	0.301270217
475	0.3010364918
476	0.3008873757
477	0.3008216901
478	0.3005298657
479	0.3003045414
480	0.3001051056
481	0.299903741
482	0.2997625972
483	0.2996505994
484	0.2994662296
485	0.2993614111
486	0.2992455557
487	0.2991399872
488	0.2989570103
489	0.2987139413
490	0.2985377151
491	0.2984970607
492	0.2982767941
493	0.2981538023
494	0.2980380969
495	0.2978955387
496	0.2975932561
497	0.2973815404
498	0.2971803044
499	0.2970309311
500	0.2967331918
501	0.2965146183
502	0.2963805038
503	0.2962317306
504	0.2961046455
505	0.2959182182
506	0.2957666376
507	0.2956263939
508	0.2953887682
509	0.295359065
510	0.2952575041
511	0.2950510818
512	0.2948901573
513	0.2947203818
514	0.2946178136
515	0.2945256823
516	0.29439849
517	0.2942714905
518	0.2941173168
519	0.2938745477
520	0.2938129554
521	0.2936356791
522	0.2935383829
523	0.2934186271
524	0.2933094582
525	0.2930403506
526	0.2928670819
527	0.2926815119
528	0.2926040607
529	0.2924147402
530	0.2922218623
531	0.292022405
532	0.2919203512
533	0.2916957984
534	0.2914947767
535	0.2913254084
536	0.291202588
537	0.2910775388
538	0.2908217398
539	0.2907170928
540	0.2906239542
541	0.2904622582
542	0.2903828353
543	0.2902511854
544	0.290150053
545	0.2899915288
546	0.2898405482
547	0.2896487418
548	0.2894745945
549	0.2893576461
550	0.2892306467
551	0.2890260246
552	0.2888994538
553	0.2887699684
554	0.2886943817
555	0.2885811195
556	0.2883806764
557	0.2882790726
558	0.2880854232
559	0.2879708322
560	0.2878621991
561	0.2877208624
562	0.2876937738
563	0.2875793971
564	0.2874235089
565	0.2873078678
566	0.2871572087
567	0.2869666453
568	0.2868764856
569	0.2867385993
570	0.2865186327
571	0.2863210614
572	0.286234202
573	0.2861672734
574	0.2860347448
575	0.2858862716
576	0.2857206109
577	0.2856138637
578	0.2855127099
579	0.2852510817
580	0.2851756235
581	0.2850944862
582	0.2850366014
583	0.2848753768
584	0.2846920142
585	0.2845421052
586	0.2843577353
587	0.284306194
588	0.2841161021
589	0.2838306213
590	0.2836856199
591	0.2835645783
592	0.2833707145
593	0.2832329997
594	0.28303725
595	0.2829396751
596	0.2827903233
597	0.2826968847
598	0.2826192834
599	0.2824172974
600	0.2822294771
601	0.2819952375
602	0.2818117035
603	0.281603631
604	0.2815296302
605	0.2813206148
606	0.2811200431
607	0.2809683982
608	0.2808606651
609	0.2807550537
610	0.28060073
611	0.2805356229
612	0.2804053232
613	0.2801524816
614	0.2800182385
615	0.2799174705
616	0.2796541278
617	0.2795177845
618	0.2793345934
619	0.2792225956
620	0.2791600602
621	0.2790264387
622	0.2788636497
623	0.2787333713
624	0.2787137835
625	0.2786343392
626	0.2784752149
627	0.2783702465
628	0.2782173157
629	0.278053798
630	0.2778223231
631	0.2776815436
632	0.2775925626
633	0.2774891157
634	0.2773804397
635	0.2772383315
636	0.2771036812
637	0.276943914
638	0.2769252906
639	0.2767814893
640	0.2765831251
641	0.2763501928
642	0.2762915365
643	0.2761814675
644	0.2760818781
645	0.2758514961
646	0.2756926719
647	0.2755416699
648	0.27537093
649	0.2752193708
650	0.2750870994
651	0.2749566496
652	0.2748682686
653	0.2747762873
654	0.2746907781
655	0.2743895241
656	0.2741726865
657	0.2740113119
658	0.2737280385
659	0.273524638
660	0.2733471688
661	0.273169764
662	0.2730504582
663	0.2729542764
664	0.2726556156
665	0.2724371492
666	0.2722578156
667	0.2720525934
668	0.271963291
669	0.271892419
670	0.2717142427
671	0.2715855073
672	0.2714367556
673	0.2713618332
674	0.271268716
675	0.2711645405
676	0.2710760095
677	0.2709344157
678	0.2708617221
679	0.270701462
680	0.2706382194
681	0.2705338296
682	0.270494804
683	0.2703788843
684	0.2700529206
685	0.2699706903
686	0.26975606
687	0.2695543311
688	0.269413573
689	0.2692508912
690	0.2690585276
691	0.2689330712
692	0.2688221235
693	0.2686052644
694	0.26835268
695	0.2680393176
696	0.2679374352
697	0.267871921
698	0.2677272625
699	0.2676160791
700	0.2673606873
701	0.2671952194
702	0.2669230686
703	0.2666813925
704	0.2665298762
705	0.2663150744
706	0.2661067877
707	0.2659021442
708	0.2657419055
709	0.2656212282
710	0.2653796592
711	0.2652124341
712	0.265192139
713	0.2651053868
714	0.2647692863
715	0.2645523843
716	0.2642517733
717	0.2642075399
718	0.2639731504
719	0.2637992602
720	0.2636177835
721	0.2633656277
722	0.2629791003
723	0.2628572014
724	0.2627325594
725	0.2625119713
726	0.2624292267
727	0.2622525504
728	0.262148182
729	0.2618034449
730	0.2616766597
731	0.2615127135
732	0.2613823709
733	0.2612658297
734	0.2611512816
735	0.2609545247
736	0.2607694904
737	0.2606907534
738	0.2605293788
739	0.2603830916
740	0.260244541
741	0.2601397654
742	0.2600440979
743	0.2598965891
744	0.2597456728
745	0.2596885167
746	0.2596258313
747	0.2594333606
748	0.2592667355
749	0.2591422649
750	0.2590581487
751	0.2588917593
752	0.2586923664
753	0.2584831795
754	0.2583509509
755	0.2581226049
756	0.2579133537
757	0.2576704347
758	0.2575718526
759	0.2574979589
760	0.257420272
761	0.2572452459
762	0.2570187429
763	0.2569201609
764	0.2567541358
765	0.2566904432
766	0.2564224715
767	0.2561618719
768	0.2559664866
769	0.2557128306
770	0.2554996791
771	0.2553479055
772	0.2551792445
773	0.2550322715
774	0.254825292
775	0.2546619458
776	0.2546092687
777	0.2544802119
778	0.2543418327
779	0.2541896949
780	0.2541069074
781	0.2539279381
782	0.2537664778
783	0.2536434216
784	0.253383465
785	0.2533270161
786	0.2532022455
787	0.25315184
788	0.2530225261
789	0.2528722527
790	0.2527431102
791	0.2526104102
792	0.2524835179
793	0.252388472
794	0.2520887825
795	0.2519399664
796	0.2517790634
797	0.2516615364
798	0.2514779809
799	0.2513141418
800	0.2511812917
801	0.251062286
802	0.2508788377
803	0.2506088514
804	0.2504124588
805	0.2502565491
806	0.2501416153
807	0.2498305674
808	0.249716748
809	0.2494845015
810	0.249355059
811	0.2492444971
812	0.2490232446
813	0.2489295702
814	0.2488108431
815	0.2486726997
816	0.2485129753
817	0.2484167292
818	0.2482678274
819	0.2480689059
820	0.2477747885
821	0.2476193289
822	0.2474722702
823	0.247379753
824	0.2472318799
825	0.2470695624
826	0.2470055912
827	0.2468895001
828	0.2467495779
829	0.2466525389
830	0.2465702443
831	0.2464568535
832	0.2463073945
833	0.2461564568
834	0.2460098267
835	0.2457292535
836	0.2455793231
837	0.2453868309
838	0.2453192807
839	0.2450433795
840	0.2449827087
841	0.2448660604
842	0.2447501408
843	0.2446628742
844	0.2444723965
845	0.2443077859
846	0.2440247696
847	0.2438549085
848	0.2436447572
849	0.2434343917
850	0.2432704883
851	0.2431358595
852	0.2429367665
853	0.2427319945
854	0.2425394165
855	0.2424521714
856	0.2423162139
857	0.2422532071
858	0.2421462241
859	0.2419210284
860	0.2417208854
861	0.241470937
862	0.2413650256
863	0.2412694867
864	0.2411722762
865	0.2409106051
866	0.2407766621
867	0.2406513557
868	0.2404426403
869	0.2403014537
870	0.240025381
871	0.239961517
872	0.2398408183
873	0.2396267452
874	0.2393608522
875	0.2392491116
876	0.2391042602
877	0.2390292736
878	0.238765438
879	0.2386364026
880	0.2385345416
881	0.2383307339
882	0.2381992126
883	0.2379606868
884	0.237723597
885	0.2376625618
886	0.2375402129
887	0.2373978261
888	0.2371866462
889	0.2370997011
890	0.2369871461
891	0.2367427269
892	0.2364813772
893	0.2363173667
894	0.2362542956
895	0.2361427907
896	0.2359155162
897	0.2358833913
898	0.2357666359
899	0.2356646248
900	0.2355108583
901	0.235281805
902	0.2350726181
903	0.2349127223
904	0.2347983028
905	0.2345699139
906	0.2344304203
907	0.2343238659
908	0.2341915088
909	0.2339514829
910	0.2337565261
911	0.2335600264
912	0.2333839717
913	0.2332347055
914	0.232946503
915	0.2328653657
916	0.2326565646
917	0.2325974368
918	0.2325338299
919	0.232416153
920	0.2322940398
921	0.2322517995
922	0.2320690798
923	0.2319877282
924	0.2318502276
925	0.2316375904
926	0.2313935141
927	0.2313108123
928	0.2311877561
929	0.2310310107
930	0.2308213095
931	0.2307644962
932	0.2306625709
933	0.2303654531
934	0.2302165514
935	0.2300965384
936	0.2298396678
937	0.2296410893
938	0.2294860797
939	0.2293206976
940	0.2292554834
941	0.229112668
942	0.2290235798
943	0.2289408137
944	0.228809871
945	0.2285823608
946	0.2284662054
947	0.2282134067
948	0.2279945759
949	0.2279338837
950	0.227882771
951	0.2277715019
952	0.2276461312
953	0.2274616113
954	0.2273376979
955	0.2272710907
956	0.2271541853
957	0.2270270358
958	0.2269274251
959	0.226811484
960	0.2265776302
961	0.2263451694
962	0.226225135
963	0.2260154767
964	0.2259570132
965	0.2258141335
966	0.2256325711
967	0.225479276
968	0.2253516122
969	0.2251197729
970	0.2250454935
971	0.2248958631
972	0.2246708388
973	0.2245068925
974	0.2242837113
975	0.2240516148
976	0.2238325912
977	0.2236409134
978	0.2234009303
979	0.2231313084
980	0.2230133742
981	0.222929408
982	0.2228174102
983	0.2227520246
984	0.2226662368
985	0.2225093627
986	0.2224546497
987	0.222401994
988	0.2222546138
989	0.2221601679
990	0.2218960966
991	0.22180868
992	0.2216464696
993	0.2215975644
994	0.221553331
995	0.221342644
996	0.2212781156
997	0.2212025932
998	0.221070236
999	0.2209179053
